documents,docname,rating,date,outlet
grow univers highlight connecticut water woe enlarg imag neena satija wnpr neena satija wnpr lack water suppli issu hot spot texa colorado mississippi also becom problem northeast river dri summer infrastructur develop compet resourc area biggest public univers univers connecticut need water plan obtain gener controversi region avail water becom unpredict water sourc even cold winter day water connecticut farmington river northeast corner state massachusett border river know fish cano kayak dave sinish live farmington valley water sourc stress recent year recent last summer particular area walk river sinish describ low water level get dri kayak cano scrap riverb fish nearli shut univers connecticut propos tap reservoir watersh commun upset first public controversi water resourc area long pat bresnahan former associ director uconn water resourc institut tast thing come part problem get much rain perceiv area develop pattern water alway develop certainli true uconn campu mile away farmington river watersh rural town mansfield univers gear build technolog park increas student popul third need water less water problem water northeast seem come fit start recent wetter winter dri summer bresnahan mean harder uconn anyon els plan futur need checkbook need know pattern incom need understand much water alreadi problem uconn univers pump nearbi river dri driest summer record spend ten million dollar water effort still enough present uconn pump gallon water day campu callahan charg infrastructur invest plan univers need gallon water day expans complet think univers year old callahan point year need look addit option univers state uconn expans desper need econom develop town creat thousand job research opportun cascad question controversi creat prompt call connecticut broader region develop comprehens water plan virginia lima director geolog survey easi task scientist know much water region weather becom increasingli errat model suggest precipit higher temperatur lima balanc go key happen addit boom urban develop northeast alreadi compet intens water resourc lima govern southwest west alreadi grappl situat year northeast region look direct get water competit water competit water get first cut back first tough question connecticut answer largest prestigi public univers quench thirst,Growing University Highlights Connecticut's Water Woes,right,2013-02-08 16:57:00,NPR2012-2013-processed
inconveni truth polar bear report polar bear inevit extinct grip headlin thin arctic ice even polar bear cannib combin make predat power symbol debat climat chang headlin catch zac unger attent decid write book bear unger make plan move churchil manitoba flat gray place hudson bay northern canada access train plane month year bay start freez tini churchil boast mani polar bear peopl unger pack wife small kid set big bold idea want write quintessenti requiem climat chang kill magnific beast end come away someth total differ unger tell npr laura sullivan interview highlight want write next great environment tract humbl plan becom hero environment movement go canadian arctic go write mourn elegi polar bear point hail next come muir bear aloft shoulder environment compatriot get start realiz polar bear bad shape convent wisdom lead believ actual hearten fit well book plan write far polar bear aliv year ago global hunt ban hunt dramat reduc popul explod global warm real problem polar bear polar bear popul larg truth look monolith popul go way anoth move famili polar bear capit world town northern manitoba polar bear liter walk street polar bear town peopl leav car hous unlock perfectli good form duck open door find polar bear chase peopl use call churchil welcom mat piec plywood lay door lean door hundr nail stick polar bear come pad porch go get paw full sharp nail enlarg imag courtesi capo press courtesi capo press churchil strategi live bear definit polar bear come town definit polar bear eat peopl dog churchil develop innov polar bear alert program way work dial phone number see bear bunch wildlif offic come truck bunch gun realli hard harm bear kind scare bear town progress use first fire firecrack shell move rubber bullet last resort move real bullet want offic job keep bear safe churchil also polar bear jail bear keep come town haze town trap bear put polar bear jail great big decommiss militari build give food give snow drink wait bay freez bay freez bear releas back ice bear want town wait ice freez hassl town put jail give short sentenc problem solv polar bear lurk corner halloween suppos lot food run around kid halloween somebodi gun polic offic volunt someon militari come help rule kid dress anyth white princess ghost want dress someth white dark bunch guy gun look polar bear,The Inconvenient Truth About Polar Bears,right,2013-02-02 14:36:00,NPR2012-2013-processed
economist see budget cut put recoveri risk dharapak get economist agre easi congress white hous manag unit percent top economist believ growth like neg affect automat feder spend cut schedul kick friday accord latest survey nation associ busi econom feder reserv ben bernank join economist choru tuesday tell congress spend cut harm signific advers effect job incom american nod agreement poll pew research center washington post find margin percent percent peopl think sequest mostli neg impact economi nearli univers disdain direct blunt budget know sequestr congress take action cut effect friday chop feder spend month remain fiscal year half cut come militari half discretionari domest program involv medic research border patrol economist clear sequestr cost job depress growth differ long harm persist deep damag nonpartisan congression budget offic typic assess estim cut knock percentag point annual growth rate cut job year end nabe poll economist agre ballpark estim figur sequest shave roughli point mayb littl less year gross domest word instead grow rate percent gdp expand percent enough retard job growth derail recoveri economist much worri nabe survey third economist see harm come cbo percent fear growth cut drastic full percentag point give economi grow percent lose full percentag point put economi track anoth recess economist howev sanguin outlook agre growth take brief hit better cut spend even rather noth feder borrow grow unsustain level besid economi budget cut sting bite amount lot especi privat sector appear pick steam gari becker econom professor univers chicago write econom blog matter thing turn long run much clear friday depress day peopl earn live help govern fund threaten worker start brace reduc person spend even take week sequest cut make way fund pipelin final smack gener economist concern big area impact militari half come cut roughli fiscal year concentr defens sector aim privat contractor involv replac age tanker maintain ship last week pentagon notifi congress furlough civilian employe ask take percent pay cut stay home day week pay fiscal year travel media brief transport ray lahood institut unpaid furlough air traffic control caus delay minut peak hour major airport also transport depart shutter air traffic control tower disrupt popular destin also depress travel exampl worker yosemit nation park put plow snow road lead park leav mani visitor strand snow melt local govern mani job relat law enforc emerg respons reli feder fund exampl feder emerg manag agenc cut grant fund support firefight posit personnel fbi agent hundr feder prosecutor also lose job order take unpaid furlough undermin local effort titl educ fund also cut school put job teacher aid risk consum confid come job cut unpaid furlough reduc consum spend mani peopl alreadi feel squeez higher payrol tax ga price write assess latest consum data director consum econom ih global insight rise confid quickli revers rise gasolin price sequest mani household radar screen,Economists See Budget Cuts Putting The Recovery At Risk,right,2013-02-27 12:15:00,NPR2012-2013-processed
lo angel lo angel reuter mudsling mark lo angel mayor race candid vie lead america citi agre financ terribl runaway wag pension pay worker need rein avoid fiscal meltdown problem critic candid tuesday elect democratic citi hall veteran vote public sector wage increas crippl citi financ unabl perhap unwil break organ labor grip lo angel fix budget crisi ultim drive citi bankruptci lo angel voter choos garcetti fixtur citi council former council leader wendi greuel use sit council becom citi control recent poll statist tie victor inherit citi shift heavili year particularli last decad union becom organ get candid vote citi council chicago big union town citi union power wan jaim regalado emeritu professor polit scienc california state univers lo angel lo angel becom citi union unrival power other longer enjoy budget creak weight influenc citi chief account project cumul deficit year percent citi gener use fund spend salari benefit polic firefight compar percent san jose anoth struggl california citi lo angel total annual budget lo angel pension oblig mani citi california countri also increas alarm rate recent report independ watchdog california common sens citi pension cost increas percent averag annual rate last decad fiscal year pension consum percent citi budget project jump percent year report state unfund liabil amount extra money citi pay meet oblig increas past year report state use realist invest return rate figur probabl nearer thing keep go point bankruptci report author tatum think enough peopl realiz unfund pension liabil someth abstract citi realli pay deal garcetti greuel vie replac antonio villaraigosa democratic powerbrok step year due term limit leav citi thrive resurg downtown healthi hollywood industri also struggl recov hous collaps recess citi jobless rate hover percent nation averag percent undermin abil rais tax revenu austin beutner villaraigosa deputi mayor former invest banker see impend financi crisi beutner cite billion dollar defer mainten infrastructur especi pothol road break sidewalk lo angel seek cut cost frustrat candid failur grow deficit go work labor come construct deal structur deficit beutner neither form specif plan balanc budget neither anyth specif contract wag villaraigosa garcetti greuel help negoti percent pay increas year citi worker defer twice percent rais part deal due recent day villaraigosa deal mistak greuel tell reuter citi afford pay upcom rais seek renegoti yusef robb garcetti senior advisor candid clear warn attempt chang deal fierc oppos interest renegoti contract schoonov citi largest civilian union seiu worker email deal deal mayor contract expect citi honor garcetti critic greuel question abil wring concess citi major union bankrol campaign million dollar date polic offic union give group support greuel candidaci accord campaign record publish citi firefight spend nearli union repres power depart water power nation largest municip util bankrol greuel tune civilian worker lo angel retir public safeti worker case long pension total percent final salari civilian worker earn averag year depart water power worker averag firefight greuel want make chang collect bargain union fact citi look long term make tough decis tell reuter propos pension reform rais retir age civilian worker tell reuter explor lift yet greuel top propos websit also contain footnot requir state law chang refer rule hold alreadi promis contractu benefit inviol give luxuri call chang know unlik dan schnur polit analyst univers southern california garcetti tout role reform pass citi council curb wag benefit hire increas exist pension health care yet back wage hike vote big salari benefit increas depart water power worker greuel enjoy strong support garcetti financi back smaller union sourc real estat develop busi hollywood schnur describ citi financ teeter catastroph greuel garcetti actual honestli specif need fix citi financ unelect edit jonathan weber mari milliken lisa shumak,"Budget crisis, union ties weigh heavily in Los Angeles mayor race",left,2013-05-18 00:00:00,REUTERS-POLITICS2012-2013-processed
reuter former chicago congressman jess jackson son fame civil right leader plan plead guilti charg file friday accus misus campaign fund attorney jackson wife sandi jackson also agre plead guilti relat charg file fals tax return accord attorney resign seat chicago citi council last month jackson consid power coupl citi issu statement accept respons excus conduct fulli accept respons improp decis mistak make jess jackson democrat statement face fraud conspiraci charg jackson wife statement deepli sorri action consid promis black politician unit state jess jackson resign congression seat health reason acknowledg investig fbi jackson talk potenti becom first black note andi shaw ceo better govern associ instead head white hous head big hous enorm fall grace shaw radio interview jackson father former presidenti candid immedi avail comment prosecutor least peopl involv scheme divert campaign fund person use accus jess jackson ship men rolex watch purchas campaign fund also ship fur cap parka purchas campaign fund beverli hill home unnam person document part case govern jackson forfeit ten thousand dollar celebr memorabilia deriv alleg crime includ fedora belong late pop star michael jackson feder sentenc guidelin convict jackson face maximum penalti year prison wife year defend accept respons typic sentenc much less maximum term jackson absenc jackson disappear public earli summer specul swirl week condit late take leav absenc week earlier treatment describ exhaust jackson issu statement earli health problem seriou need extend treatment unspecifi physic emot ailment day physician congressman intens care mood disord expect make full recoveri mayo clinic announc late jackson admit treat least week mayo bipolar disord sometim call manic depress mark high low mood treat medic psycholog counsel repres danni davi anoth chicago democrat believ alleg offens relat disord symptom includ reckless behavior spend spree kind imagin davi tell reuter footbal kind bizarr sad unfortun jackson make congress win elect trigger resign repres mel reynold convict sexual assault obstruct justic solicit child pornographi reynold vie seat democratic primari jackson reliabl vote hous career support increas minimum wage expans environment regul gay right bailout teeter financi system also earli advoc strict timelin withdraw troop iraq easili absenc district resign come week elect addit feder investig campaign financ jackson subject hous ethic committe probe alleg bribe jackson support rod blagojevich bribe intend entic blagojevich appoint jackson seat vacat barack jackson admit lobbi seat deni know money blagojevich convict corrupt imprison report ingram washington mari wisniewski chicago edit brunnstrom,Jesse Jackson Jr. and wife to plead guilty to fraud,left,2013-02-15 00:00:00,REUTERS-POLITICS2012-2013-processed
frank lautenberg look announc legisl regard onlin sale ammunit citi hall washington washington reuter frank lautenberg jersey democrat oldest member thursday seek sixth term next year decis open clearer path seat newark mayor cori booker democratic nomin booker seek seat lautenberg announc intent lautenberg multimillionair businessman becom lead voic reason decis retir congress vow keep work constitu term end end anyth rather begin mission pass gun safeti law protect children toxic chemic creat opportun work famili jersey statement booker rise star democratic parti know much rescu woman burn home last year run citi troubl high crime unemploy booker announc explor run lautenberg seat file paper draw critic lautenberg support suggest mayor focu struggl citi lautenberg strong model leadership even consid enter elect offic booker statement lautenberg announc look forward work remaind term mani year come survey public polici poll releas find jersey democratic voter want see lautenberg retir end term rather seek survey find booker lead pack potenti democratic candid seat voter want see run busi polit lautenberg first elect incumb democrat harrison william quit briberi scandal lautenberg retir tire chase campaign come polit retir age help democrats retain seat robert torricelli drop bid corrupt charg involv improp gift businessman last age world war veteran former chief execut payrol compani automat data process booker former rhode scholar burst polit scene fail attempt unseat entrench newark mayor sharp jam booker succeed oust jam first public figur understand signific social media booker use twitter incessantli field question pothol talk polici dissemin inspir quot quarter newark resid still live poverti critic nation profil soar fail grappl problem citi contempl possibl gubernatori run republican powerhous high poll number opt instead lautenberg seat forc elder statesman hand still democratic state high likelihood seat get hold democrat redlawsk director poll lautenberg offic diagnos cancer undergo chemotherapi lautenberg recov complet accomplish number thing tenur convinc congress bar smoke domest airlin flight feder build strong support gun control law prohibit peopl convict domest abus own gun also write law requir state set drink age order get feder highway aid move save ten thousand live report thoma ferraro hilari russ edith honan edit daniel trotta stacey joyc,"Democratic Senator Lautenberg, 89, won't seek re-election",left,2013-02-18 00:00:00,REUTERS-POLITICS2012-2013-processed
lo angel mayor candid garcetti speak elect night parti avalon night club hollywood california lo angel lo angel reuter citi councilman garcetti lead citi control wendi greuel percentag point tighten race mayor lo angel accord latest opinion poll survey director greuel still stage upset tuesday elect poll releas late friday univers southern california price school public polici lo angel show garcetti favor percent like voter compar percent greuel eleven percent respond undecid survey conduct tuesday thursday show narrow race survey month earlier research give garcetti lead greuel garcetti also favor candid percent poll respond alreadi vote mail percent greuel tuesday vote runoff veteran democrats top primari elect garcetti get percent greuel percent percent ballot cast elect outright vie replac democratic mayor antonio villaraigosa step year term limit campaign center greuel garcetti agre dire financi outlook face america second popul metropoli polit clout command citi public employe union citi chief account project cumul deficit next year garcetti former lo angel citi council hold offic also son former lo angel district attorney gil garcetti citi top prosecutor murder trial simpson greuel councilwoman becom control also serv former mayor bradley administr survey releas earlier month edmund pat brown institut public affair survey usa find candid statist tie latest usc poll indic garcetti build lead forg unusu coalit support win voter suburban larg san fernando valley expect greuel stronghold certainli dan schnur director usc poll statement race certainli give expect low voter turnout tuesday high number voter remain undecid campaign turn referendum wendi greuel specif support public employe union schnur greuel back union worker citi depart water power campaign polic offic union give group support candidaci garcetti lead greuel campaign spend overal compar expenditur accord figur citi ethic commiss much money go slew neg televis ad side usc poll sampl like voter margin percentag point report alex dobuzinski edit gorman peter cooney,"Los Angeles mayoral race narrows, latest opinion poll shows",left,2013-05-18 00:00:00,REUTERS-POLITICS2012-2013-processed
deputi nation secur advis testifi intellig committe hear nomin director cia capitol hill washington washington washington reuter barack nomine cia director thursday stop waterboard interrog techniqu consid tortur face tough congression question issu secur leak use drone kill terror suspect lawmak press controversi counterterror tactic employ cia offici former other whose use help overse current role chief counterterror advis issu harsh interrog techniqu derail consider cia director year ago meet confirm hear intellig committe take step stop cia use techniqu chain command program express person object agenc colleagu waterboard form simul drown nuditi techniqu stop someth do differ part agenc author other someth direct administr document lawmak eye bid smooth congression concern counterterror activ watch wednesday order justic depart give hous intellig committe access classifi legal opinion kill terror suspect drone strike central overse govern polici use arm unman aircraft counterterror oper administr mostli democratic lawmak demand white hous provid legal document underpin posit order lethal strike oversea citizen suspect terrorist activ administr insist lawmak allow access classifi justic depart paper mean committe lawyer unabl intellig committe democratic chairwoman complain committe staff ban see administr classifi legal opinion reason provid inform committe member ensur keep limit basi rather except think know offic legal counsel opinion advic share directli hear recess briefli start speak protest begin yell tortur alway wrong stop drone intens question come democrats republicans rais strongest object secur nomine hagel choic lead pentagon civil liberti group critic drone program effect green light assassin american due process court constitut face probe confront queri seem unflust give littl grind appear track approv committe confirm full sit number hear think ever hear anyon forthright honest direct tell think go fine strong leader cia hear expect committe vote nomin thursday democrat concern ron wyden oregon democrat express reserv drone program take fight qaeda someth everi member committe feel strongli idea give unfett power kill american check balanc troubl exchang wyden defend use drone strike target american join qaeda american know well fact part enemi unit state anyth possibl destroy enemi save american live drone strike kill anwar describ investig leader qaeda affili son also citizen kill separ drone strike yemen year question leak republicans question detail reuter report tell former offici televis comment unit state insid control alleg plot qaeda affili destroy airlin use underwear bomb undetect latest secur technolog hour confer call pundit former white hous advis clark abc administr impli somebodi insid go allow bomb plot carri european secur offici acknowledg british intellig help saudi agenc succeed plant inform milit group undercov oper termin prematur due news leak emphat deni give away govern secret releas classifi materi confer call former offici seriou leak associ press airlin bomb plot disrupt addit report heavey mason matt spetalnick mark hosenbal edit strobel xavier briand,"CIA nominee pressed on U.S. drone policy, waterboarding",left,2013-02-28 00:00:00,REUTERS-POLITICS2012-2013-processed
suprem court justic anthoni leav conclus annual red mass hold cathedr matthew apostl washington washington washington reuter bare minut suprem court hear justic begin strateg barrag question come plank vote right act case alabama histori racial discrimin follow constitut classic exampl justic use oral argument dramat effect influenc swing vote justic key player elena kagan sonia sotomayor appointe barack newest member bench like target remark anthoni often decis fifth vote racial dilemma think state repres elena kagan tell lawyer argu law wednesday quarter black alabama black statewid elect offici focu shelbi counti alabama southern local bring case sotomayor ask vote favor counti whose record epitom caus passag law start lawyer bert rein comment seem aim often swing vote court appear overal open shelbi counti claim quickli pick line inquiri ask rein counti record bia injur provis intend prevent discrimin close watch disput term case center civil law broadli prohibit poll tax literaci test measur prevent black vote law exist countri preval south legaci slaveri specif issu provis design temporari congress renew requir certain state mainli south show propos chang discrimin latino minor voter shelbi counti challeng kind systemat obstruct warrant treat south differ screen provis strike convinc linger problem alabama best hope stop major know section vote right act administr back civil right advoc provis still need deter voter discrimin comment session suggest sympathet shelbi counti claim modern differ state treat differ yet assert clearli give paus onslaught particularli sotomayor first hispan justic kagan know ask pierc question serv remind justic often use oral argument make case session let duel attorney present claim lectern give justic first chanc lay groundwork ultim discuss vote case justic due meet privat friday discuss merit case opinion take month write decis like hand law relev endur vote right remain promin issu presidenti elect campaign judg nationwid hear challeng voter identif law redrawn vote district restrict move includ place cover screen provis section end block elect shelbi counti year sotomayor assert section prevent discriminatori vote law take effect incid citi calera shelbi counti put place redistrict plan lead african american citi council lose seat justic depart forc calera redraw map council member regain seat rein challeng sotomayor number registr turnout alabama high evid grind irrelev offici lodg challeng law argument criteria state fall section outdat formula trace elector practic late fulli cover state alabama alaska arizona georgia louisiana mississippi south carolina texa virginia solicitor gener donald verrilli argu congress compil suffici record demonstr formula target place seriou problem vote discrimin much wednesday echo argument challeng section case texa justic includ voic doubt congress valid ground singl south question separ provis vote right act know section cover intent act discrimin suffici protect minor year ago court end rule narrowli avoid larger question scope congress power enforc vote right mark differ wednesday dynam stem addit sotomayor kagan succeed justic souter steven respect forc oral argument signal want make sure state abl problem washington intervent alabama want monument hero civil right movement ask verrilli want acknowledg wrong past better independ sovereign trusteeship unit state govern verrilli congress find mani place discrimin still need oversight verrilli fundament import histori remain relev report joan biskup edit howard goller dobbyn,"Analysis: In voting-rights case, liberal justices pitch to Kennedy",left,2013-02-27 00:00:00,REUTERS-POLITICS2012-2013-processed
washington washington reuter technolog industri organ labor lock fight threaten complic immigr bill heart debat shortag american math scienc skill need work technolog firm facebook inc googl inc microsoft labor brandish research scarciti worker myth tech industri point studi shortag real threat competit maneuv creat quandari support broad immigr bill lobbyist silicon valley pull stop fight restrict visa program know aim make sure american get first crack job open talk expect ongo weekend resolv disput visa program prove stumbl block judiciari committe aim vote immigr legisl end month deal reach alien tech compani tell lawmak reconsid support bill also cost vote key republican orrin hatch utah fenc legisl labor plenti worker immigr bill barack top domest legisl prioriti creat path citizenship undocu immigr step border enforc nearli tripl number visa foreign worker legisl draft bipartisan group also creat guest worker program job waiter hotel worker construct worker accus tech industri put huge lobbi muscl fight becom greedi compani alreadi great deal influenc legisl get andrea zuniga dibitetto legisl repres studi labor alli tout becom flashpoint disput silicon valley report econom polici institut epi think tank unit state suffici suppli worker educ scienc technolog engin math know stem everi student graduat colleg degre get hire scienc technolog field epi studi epi studi also wage stagnat field year mean worker lack power bid salari enough job open shortag increas wag hal salzman author epi studi scath critic epi studi robert hoffman inform technolog industri council itic repres compani appl inc microsoft googl point job open list post tech job list also cite data govern bureau labor statist show huge demand comput scienc major meet number peopl graduat field suggest epi least employ engag massiv conspiraci stem job exist hoffman write blog post last month itic web site quit conspiraci wonder epi think fake moon land tech firm shortag worker hoffman point separ studi put month inform technolog innov accus epi poorli perform field includ studi misread labor market signal itif studi hatch champion caus tech industri want chang provis requir compani job websit first qualifi american tech compani want firm requir make good faith effort hire american power alli fight visa durbin illinoi democrat sit judiciari committe write immigr bill least open talk way satisfi tech industri durbin ask deal yet disput thursday morn work addit report rachel younglai edit lisa shumak,"Tech, labor brandish dueling studies in immigration fight",left,2013-05-29 00:00:00,REUTERS-POLITICS2012-2013-processed
washington washington reuter lawmak hous repres wednesday draw battl line ahead next fight govern role mortgag financ system focu feder hous administr hous financi committe open seri hear look way financ fha govern mortgag insur face project shortfal insur fund project loss mortgag back lead agenc turn treasuri cash infus first histori republicans control major hous want shrink fha market share hear agenc problem sever need reform democrats defend agenc vital sourc fund home buyer go prioriti committe forg sustain hous financ system countri repres hensarl republican committe declar hear fha presenc mortgag market expand rapidli hous bubbl burst insur mortgag support percent home loan percent face mount loss default mortgag guarante hous bubbl deflat fha privat financi institut like somebodi fire somebodi fin institut find receivership hensarl mere merrili way becom recipi next great taxpay bailout hous republicans step believ need bolster agenc like face democrats seek curtail fha reach make harder obtain loan hous pass bill along parti line like clear determin fha need draw fund treasuri come year white hous issu project agenc capit need upcom budget propos fha financi woe becom press prioriti lawmak deflect attent away effort reform fanni mae freddi mac biggest provid mortgag fund hous market firm put govern control draw almost taxpay aid start return profit recent quarter hensarl member hous angl push lawmak take aggress approach chang current hous financ system combin fanni mae freddi mac fha back home loan democrats committe argu agenc help prevent deeper hous bust fha make loan instead insur qualifi lender loss borrow default fha loan buyer put littl percent import acknowledg fha crucial role hous financ system particularli last year repres maxin water committe rank democrat member deepli concern health fha mutual mortgag insur fund far agenc abl cover cost avoid ask treasuri subsidi rais premium borrow pay tighten credit standard julia gordon director hous financ polici center american progress action need import give suffici see result signific improv make fha add still chang mix testimoni gordon fha loss problem loan agenc book sever year recent busi like profit report margaret chadbourn edit ahmann dan grebler,Lawmakers draw battle lines on FHA housing finance agency,left,2013-02-06 00:00:00,REUTERS-POLITICS2012-2013-processed
actress ashley judd tennesse vote total roll call vote democratic presidenti nomin second session democratic nation convent charlott north carolina nashvil tenn nashvil tenn reuter republicans launch polit kentucki week attack actress ashley judd hollywood even yet decid run back republican karl rove prompt judd respond grate attent mull run republican leader kentucki race ashley karl rove neg alli attent consid futur polit plan decis make yet accord statement judd spokesman rove launch tube video week suggest actress fit cultur state rove fox news factor thursday night open come rove american crossroad group declin reuter request comment narrat call judd hollywood clip show speak barack health reform law patient protect afford care act commerci also note judd kentucki resid live leiper fork rural area favor countri music star mile southwest nashvil tennesse neighbor includ mother sister countri music luminari naomi wynonna judd mock tone commerci conclud line need ashley judd radic hollywood right home tennesse mean kentucki judd famili root kentucki ashley spend part childhood move mother sister nashvil area attend high school attend univers kentucki constant presenc sidelin kentucki wildcat basketbal game lexington rupp arena sometim road also see univers kentucki footbal game pose wear hockey jersey poster kentucki hockey team indi champion husband dario franchitti recent announc end marriag year hollywood career includ film kiss girl doubl jeopardi well role star trek next gener last year abc cliffhang miss possibl run judd encourag social media includ facebook also face challeng right kentucki recruit candid run primari negoti deal barack allow tax increas avoid fiscal cliff will compromis report ghianni edit mari wisniewski greg mccune eastham,Republicans launch preemptive attack ad on actress Ashley Judd,left,2013-02-07 00:00:00,REUTERS-POLITICS2012-2013-processed
barack speak brief room white hous washington washington washington reuter inaugur day mark offici rollout tougher bolder barack look take step tuesday night state union expect lay unabashedli democratic agenda congress half control republicans poll number support expect high republicans still disarray lacklust show elect seem good reason press ahead polit fiscal realiti divid washington make difficult translat ambiti theme articul podium immigr overhaul gun control tax reform possibl even action climat chang legisl form top know clock tick consensu washington insid democratic limit window possibl littl year half push congression prioriti reduc statu also face risk overreach common pitfal approach latest fiscal battl alien republicans point shut cooper need gain traction plan still stand joint session congress ten million watch televis best chanc build momentum agenda lay inaugur surpris even mani tradit aid hope use televis tuesday follow trip countri satisfi base ralli american public put pressur republicans strategi help outmaneuv republicans fiscal matter elect polit analyst skeptic enough republicans still control hous repres use budgetari clout block spend pet project limit abil motiv congress go head american peopl russel riley expert presidenti rhetor univers virginia battl line draw state union night approach ideolog battl line alreadi draw inaugur robust vision go detail plan predict democratic doug hattaway stay path inaugur go come republicans republican feeheri tone substanc annual state union expect fit forc public persona strike tougher rhetor adopt victori republican mitt wherea first term mark complaint progress accommod oppon republicans accus kick sound bite old issu call thursday humil public life nation prayer breakfast attend politician ideolog strip hour sound anyth humbl stand democratic lawmak gather virginia exhort necessari take back hous repres republicans elect make life easier second term like gestur bipartisanship state union never face voter sure stress unfinish busi deal still struggl economi tepid job market high deficit coupl campaign theme protect middl class countri social safeti net also expect keep assert style demand republican concess avoid next round deep spend cut kick deal reach also make clear plan push revamp tax code roll propos end carri interest tax break use hedg fund manag close loophol wealthi repeal tax subsidi big oil compani follow surprisingli strong inaugur day pledg tackl climat chang repeat intent take action sourc familiar process lay detail plan reduc greenhous ga emiss save year delay disappoint environmentalist hop move quickli hesit approach first term legaci parti futur play appear stake big part presidenti legaci emot issu american polit immigr reform gun control featur promin tuesday speech aid insist immigr overhaul clear path citizenship countri illeg immigr someth mani republicans oppos amnesti see potenti congress readi introduc bill bipartisan effort way aid confid enough leverag avoid give grind republicans chasten reject latino voter elect white hous believ reform fail congress voter like blame republicans suffer consequ congression elect mind import broaden appeal republicans assign job deliv respons state union speech florida rubio rise star parti push restrict process legal want also seek ralli public support propos lay last month newtown connecticut school shoot massacr advoc need reassur hop swift consensu dim administr offici acknowledg uphil fight get ban assault weapon see better chanc agreement requir background check gun buyer also fire mention gay right last month inaugur hope spell detail unclear far tackl caus popular younger voter social republicans believ overst mandat enough polit capit juggl mani issu especi economi still doldrum face budgetari constraint exampl failur abound former republican bid overhaul social secur run afoul public opinion go nowher neera tanden center american progress right flood zone ambiti propos go far realist howev year achiev agenda washington attent turn presidenti elect race sidelin lame duck diminish polit influenc edit fred barbash peter cooney,"Obama speech to highlight liberal agenda, but obstacles loom",left,2013-03-14 00:00:00,REUTERS-POLITICS2012-2013-processed
repres van hollen rank democrat hous budget committe take question reuter washington summit washington leesburg virginia leesburg virginia reuter face govern spend cut delay air travel pare educ program poor weaken militari readi democrats congress week seek shift burden rich congression action spend cut set begin allow slow econom growth year accord congression budget offic save know washington sequest cut militari domest program wors compress short frame washington fiscal year end hous democrats propos substitut approach deficit reduct mix spend cut tax hike acknowledg clear embrac barack taunt republicans oppos tax increas reduc deficit democrats aim squeez revenu wealthi help bring debt gambit success deploy week ago fiscal cliff deal rais year let incom tax rat rise highest earner republicans tell american peopl care protect tax break big oil compani care defens spend econom growth democratic repres van hollen maryland speak reuter sidelin hous democratic retreat democrats save idea alreadi float past legisl debat van hollen senior democrat hous budget committe plan tax deduct wealthi limit phase percent effect tax rate earn year minimum tax separ incom tax hike start household incom year add revenu treasuri van hollen augment elimin tax break profit oil ga industri spend side democrats end govern payment farmer larg enjoy big agricultur oper ask think publicli embrac save head sequest possibl next week state union congress van hollen know exactli add thing put mix well includ cut carri interest tax break enjoy invest manag allow mostli affluent individu pay percent capit gain tax rate big chunk incom rather top ordinari incom tax rate percent anoth move van hollen end tax break corpor jet idea kick point support key republicans tell meet democrats earlier thursday will agre big deal congress spend cut tax reform end uncertainti budget deficit insist revenu part packag republicans howev argu window tax hike close democrats success rais rat rich start year constitu kentucki american peopl warn republican leader thursday accept anoth tax increas put spend cut parti alreadi agre definit dysfunct kentucki face possibl republican primari challeng wing parti signific victori last elect saw win second term fellow democrats pick seat hous democrats block spend cut argu hit mainli poor middl class ratchet public relat campaign warn heavi feder govern job cut maryland democratic ben cardin visit nation institut health suburban washington friday discuss latest feder budget battl loom sequestr affect energi depart notifi employe place worker temporari furlough slash vital program budget cut take place schedul give less month remain cut take effect senior leadership team engag extens plan effort determin deal sequestr deputi daniel poneman intern letter depart employe obtain reuter hart research poll releas american tax fair find survey support higher tax top percent corpor major oppos republican approach buoy kind poll thursday tell hous democrats gather welcom budget debat court public opinion give pass mention reform larg govern program republicans want cut major save achiev mainli talk rein favor tax treatment rich sure heck will ask luckiest societi close loophol deduct averag american get republicans argu slow econom growth democrats counter argument recent releas govern report slight contract economi last month partial blame slow govern spend edit alistair bell philip barbara simao,"Democrats aim tax, spending cuts at rich to avoid ""meat ax""",right,2013-03-14 00:00:00,REUTERS-POLITICS2012-2013-processed
